Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"McAdams, S.G., Lewis, D.J., McNaughter, P.D., Lewis, E.A., Haigh, S.J., O'Brien, P., Tuna, F.","56316316500; 55742501600; 35221969500; 55911902100; 54921352900; 57202541402; 6602468698","High magnetic relaxivity in a fluorescent CdSe/CdS/ZnS quantum dot functionalized with MRI contrast molecules",2017,"Chemical Communications",53,"76",,10500,10503,,13,10.1039/c7cc05537d,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85029851782&partnerID=40&md5=b5cd422fcdb0fc3b4876f97a2e23d342",Article,Final,,Scopus,2-s2.0-85029851782
"Ye, J., Dong, X., Jiang, H., Wang, X.","56074540000; 56746836200; 57207366966; 55568368300","An intracellular temperature nanoprobe based on biosynthesized fluorescent copper nanoclusters",2017,"Journal of Materials Chemistry B",5,"4",,691,696,,15,10.1039/c6tb02751b,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85010764223&partnerID=40&md5=7d541ccd7b39f2fa7ed91cfbcf4b7938",Article,Final,,Scopus,2-s2.0-85010764223
"Yin, T., Wu, H., Zhang, Q., Gao, G., Shapter, J.G., Shen, Y., He, Q., Huang, P., Qi, W., Zhang, C., Yang, Y., Cui, D.","55648582300; 57207255602; 56381696900; 34770259200; 6701787991; 55944890700; 57222749422; 55162057700; 57212610170; 55703907200; 57215374733; 35263676000","In vivo targeted therapy of gastric tumors via the mechanical rotation of a flower-like fe<inf>3</inf>o<inf>4</inf>@au nanoprobe under an alternating magnetic field",2017,"NPG Asia Materials",9,"7", e408,,,,14,10.1038/am.2017.117,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85040816896&partnerID=40&md5=86eee8bdcdd25dd12c860a74489097e0",Article,Final,Open Access,Scopus,2-s2.0-85040816896
"Wei, J., Zeng, Z., Lin, Y.","7403084818; 56973098600; 15751321200","Localized surface plasmon resonance (LSPR)-coupled fiber-optic nanoprobe for the detection of protein biomarkers",2017,"Methods in Molecular Biology",1571,"",,1,14,,5,10.1007/978-1-4939-6848-0_1,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85015092936&partnerID=40&md5=d3a3f2386a7e3135d04b38ec6a24e01a",Book Chapter,Final,,Scopus,2-s2.0-85015092936
"Melentiev, P.N., Afanasiev, A.E., Balykin, V.I.","10439005500; 12789071100; 57205858522","Single plasmonic split hole resonator nanostructure as an efficient nanoscale light source",2017,"Quantum Electronics",47,"9",,818,826,,1,10.1070/QEL16468,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85030703318&partnerID=40&md5=a05c91499e5d120b21fbe181cebd32b4",Review,Final,,Scopus,2-s2.0-85030703318
"Kim, M., Seo, Y.H., Kim, Y., Heo, J., Jang, W.-D., Sim, S.J., Kim, S.","57214772628; 55985596100; 57203809506; 8878070500; 7101912490; 55665584200; 57194395678","A fluorogenic molecular nanoprobe with an engineered internal environment for sensitive and selective detection of biological hydrogen sulfide",2017,"Chemical Communications",53,"14",,2275,2278,,10,10.1039/c6cc09696d,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85012954853&partnerID=40&md5=d8414fb9473c7e37eae5ba5e38baf7f8",Article,Final,,Scopus,2-s2.0-85012954853
"Das, R.K., Mohapatra, S.","57129822800; 16507158200","Highly luminescent, heteroatom-doped carbon quantum dots for ultrasensitive sensing of glucosamine and targeted imaging of liver cancer cells",2017,"Journal of Materials Chemistry B",5,"11",,2190,2197,,44,10.1039/c6tb03141b,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85015148489&partnerID=40&md5=67c7e9052869f25620b89f89a0983d4d",Article,Final,,Scopus,2-s2.0-85015148489
"Park, H.S., Cho, M.Y., Noh, Y.-W., Hong, K.S., Lim, Y.T.","56175636600; 7401727734; 7006018736; 56596899400; 16240541600","Contrast agents based on switchable near-infrared fluorescent nanoprobes for highly sensitive optical imaging",2017,"Dyes and Pigments",136,"",,583,589,,1,10.1016/j.dyepig.2016.09.017,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84987862352&partnerID=40&md5=166935c9de2cedaaaa9ea703529f6914",Article,Final,,Scopus,2-s2.0-84987862352
"Xia, X., Li, C., Hu, W., Shao, Y.","56597333400; 57190492066; 37361257100; 7201599274","First principle study on water protons interacted with gadolinium oxide and gold nanocluster",2017,"Chemical Physics Letters",667,"",,91,95,,2,10.1016/j.cplett.2016.11.018,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84999099039&partnerID=40&md5=20ffaec75960191c3c4de7c28ca085fa",Article,Final,,Scopus,2-s2.0-84999099039
"Dai, Z.","7201387717","Applications, opportunities and challenges of molecular probes in the diagnosis and treatment of major diseases",2017,"Kexue Tongbao/Chinese Science Bulletin",62,"1",,25,35,,4,10.1360/N972016-00405,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85047818007&partnerID=40&md5=62942edfaafd492f84d7c82f0d6c2857",Article,Final,,Scopus,2-s2.0-85047818007
"Valery, A., Pofelski, A., Clément, L., Lorut, F., Rauch, E.F.","55850450200; 55308090000; 7004929732; 6508038955; 55626323700","TEM illumination settings study for optimum spatial resolution and indexing reliability in crystal orientation mappings",2017,"Micron",92,"",,43,50,,2,10.1016/j.micron.2016.11.003,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84995906129&partnerID=40&md5=eccf0f0723cba2546f498d720d107ce7",Article,Final,,Scopus,2-s2.0-84995906129
"Wan, X.-F., Zhou, J., Xu, G.-X.","57197831677; 56320525000; 12786776400","Graphene Oxide Nanoprobe for Rapid DNA Detection",2017,"Optics InfoBase Conference Papers",Part F70-PIBM 2017,"",,,,,1,10.1364/PIBM.2017.W3A.71,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85035111660&partnerID=40&md5=e387df3c08850030b2a4d963cbe0c922",Conference Paper,Final,,Scopus,2-s2.0-85035111660
"Da Silva, J.C., Pacureanu, A., Yang, Y., Fus, F., Hubert, M., Bloch, L., Salome, M., Bohic, S., Cloetens, P.","26431842800; 35148268000; 55977824200; 57197737066; 56727837400; 57197735137; 6603817347; 6603807666; 7004115610","High-energy cryo x-ray nano-imaging at the ID16A beamline of ESRF",2017,"Proceedings of SPIE - The International Society for Optical Engineering",10389,"", 103890F,,,,8,10.1117/12.2275739,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85034240433&partnerID=40&md5=fe7ce2c74a1c95515538ca4f6c181ca1",Conference Paper,Final,,Scopus,2-s2.0-85034240433
"Somogyi, A., Medjoubi, K., Sancho-Tomas, M., Visscher, P.T., Baranton, G., Philippot, P.","7102329823; 24069008200; 55848371800; 7102668045; 55936713600; 57203029315","Arsenic distribution and valence state variation studied by fast hierarchical length-scale morphological, compositional, and speciation imaging at the Nanoscopium, Synchrotron Soleil",2017,"Proceedings of SPIE - The International Society for Optical Engineering",10389,"", 1038914,,,,,10.1117/12.2276962,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85034233548&partnerID=40&md5=c7bdfb9c42a146bbea85c8f6b1453a69",Conference Paper,Final,,Scopus,2-s2.0-85034233548
"Zhang, X., Lu, J., Li, X., Chai, L., Jiao, Y.","37038965200; 57149041000; 57193068195; 57193062245; 57193070603","Facile heat reflux synthesis of blue luminescent carbon dots as optical nanoprobes for cellular imaging",2017,"New Journal of Chemistry",41,"2",,702,708,,2,10.1039/c6nj02702d,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85010383268&partnerID=40&md5=279f17144d8594a9d69f881b5c60dce2",Article,Final,,Scopus,2-s2.0-85010383268
"Tang, J.C., Mac, J.T., Vankayala, R., Partono, A., Jia, W., Anvari, B.","56606508600; 56556757400; 36246682100; 57196222541; 7202412165; 7005435744","Effects of freezing on erythrocyte-derived optical nanoprobes",2017,"Optics InfoBase Conference Papers",Part F63-OMP 2017,"",,,,,,10.1364/OMP.2017.OmTu2D.4,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85032285312&partnerID=40&md5=4a5ae2a0425a1942e8e05c23d65fda18",Conference Paper,Final,,Scopus,2-s2.0-85032285312
"Matsuoka, R., Aoyagi, S., Matsumoto, N., Matsudaira, M., Takahashi, Y., Kumatani, A., Ida, H., Munakata, H., Iida, K., Shiku, H., Kanamura, K., Matsue, T.","57206012126; 8629133400; 57194506450; 57213358684; 55506044300; 24399340700; 56536158700; 8508146800; 57194513643; 7103093091; 7005004082; 7005250498","Advanced scanning electrochemical microscope system for high-resolution imaging and electrochemical applications",2017,"Electrochemistry",85,"6",,319,326,,1,10.5796/electrochemistry.85.319,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85020377548&partnerID=40&md5=dc159d4ceb3d7dbdce81f15af31742bb",Article,Final,Open Access,Scopus,2-s2.0-85020377548
"Chen, H.H., Yuan, H., Cho, H., Feng, Y., Ngoy, S., Kumar, A.T.N., Liao, R., Chao, W., Josephson, L., Sosnovik, D.E.","45760958200; 12041235000; 15071683100; 56083864700; 6603441215; 57219036151; 7103171459; 7101667373; 56773773000; 6603003904","Theranostic nucleic acid binding nanoprobe exerts anti-inflammatory and cytoprotective effects in ischemic injury",2017,"Theranostics",7,"4",,814,825,,9,10.7150/thno.17366,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85014505014&partnerID=40&md5=bd2e11d9830115620788942ba0c53222",Article,Final,Open Access,Scopus,2-s2.0-85014505014
"Lv, J., Miao, Y., Yan, G.","57192094448; 55860410100; 55859630300","Detection of tumor marker miRNA21 based on phosphorescent resonance energy transfer of Mn-ZnS QDs",2017,"RSC Advances",7,"65",,41063,41069,,8,10.1039/c7ra04521b,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85028307111&partnerID=40&md5=50f30bb1c65cf00bdf6444512532d622",Article,Final,Open Access,Scopus,2-s2.0-85028307111
"Jhamba, E.D., M'Rah, Z., Khan, M.A., Boukari, H.","57194464447; 57194469330; 55433001400; 57203072103","Rotational and translational diffusion in ficoll solutions",2017,"Progress in Biomedical Optics and Imaging - Proceedings of SPIE",10075,"", 100750R,,,,1,10.1117/12.2254544,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85020292272&partnerID=40&md5=653027ab284d2b654a62bdc748c6e56c",Conference Paper,Final,,Scopus,2-s2.0-85020292272
"Gao, T., Cao, X., Ge, P., Dong, J., Yang, S., Xu, H., Wu, Y., Gao, F., Zeng, W.","56534571700; 57188974263; 57202491376; 56735032300; 57194688889; 57194689078; 56523628200; 57220641701; 23996066600","A self-assembled fluorescent organic nanoprobe and its application for sulfite detection in food samples and living systems",2017,"Organic and Biomolecular Chemistry",15,"20",,4375,4382,,26,10.1039/c7ob00580f,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85018302158&partnerID=40&md5=70a1dc94b9d40da2711862625dfa5c16",Article,Final,,Scopus,2-s2.0-85018302158
"Jin, C., Fu, T., Wang, R., Liu, H., Zou, J., Zhao, Z., Ye, M., Zhang, X., Tan, W.","56967482200; 36445539100; 8520864600; 57218492459; 56754099200; 50462885700; 56464365500; 35550663900; 7401959760","Fluorinated molecular beacons as functional DNA nanomolecules for cellular imaging",2017,"Chemical Science",8,"10",,7082,7086,,16,10.1039/c7sc02819a,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85030121846&partnerID=40&md5=14ca97bbd34fa384f07d153dcf8a0035",Article,Final,Open Access,Scopus,2-s2.0-85030121846
"Zhu, Q., Li, T., Ma, Y., Wang, Z., Huang, J., Liu, R., Gu, Y.","56609587000; 57040089000; 57212857029; 56239912900; 57190218941; 57149057900; 7403046695","Colorimetric detection of cholic acid based on an aptamer adsorbed gold nanoprobe",2017,"RSC Advances",7,"31",,19250,19256,,8,10.1039/c7ra00255f,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85017144996&partnerID=40&md5=844d620014a42d537f479390b445f221",Article,Final,Open Access,Scopus,2-s2.0-85017144996
"Fales, A.M., Vo-Dinh, T.","53363446600; 7101999017","Theranostic Nanoprobes for SERS Imaging and Photodynamic Therapy",2017,"Nanotechnology in Biology and Medicine: Methods, Devices, and Applications, Second Edition",,"",,669,677,,,10.4324/9781315374581,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85051948314&partnerID=40&md5=5b84539988291b29274add691244b5b6",Book Chapter,Final,,Scopus,2-s2.0-85051948314
"Tan, H., Cheng, D.","55607995500; 14009031600","Using magnetoferritin nanoprobes for both nuclear and magnetic-resonance imaging",2017,"Nanomedicine",12,"1",,9,11,,1,10.2217/nnm-2016-0369,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85002760298&partnerID=40&md5=6e16e62d3b00bc03601e4eabc7fda082",Editorial,Final,,Scopus,2-s2.0-85002760298
"Rana, M., Balcioglu, M., Robertson, N.M., Hizir, M.S., Yumak, S., Yigit, M.V.","55917484600; 55916111700; 56011266700; 56380632700; 57193141134; 9233405000","Low picomolar, instrument-free visual detection of mercury and silver ions using low-cost programmable nanoprobes",2017,"Chemical Science",8,"2",,1200,1208,,33,10.1039/C6SC03444F,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85006111999&partnerID=40&md5=6ea4a98794ea9f9b54a3c42056a3dd54",Article,Final,Open Access,Scopus,2-s2.0-85006111999
"Yu, M., Hu, Y., Liu, J.","57195611694; 10139928200; 56333627300","Simultaneous detection of clenbuterol and ractopamine based on multiplexed competitive surface enhanced Raman scattering (SERS) immunoassay",2017,"New Journal of Chemistry",41,"18",,10407,10414,,14,10.1039/c7nj01394a,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85029225270&partnerID=40&md5=2bc8a64531861f8e2789e50483e0aa07",Article,Final,,Scopus,2-s2.0-85029225270
"Li, A., Jiang, H., Wang, H., Zhang, Z., He, Y., Zhao, G., Shu, D.","7403292431; 57189357907; 55981082700; 15039986100; 56580689400; 57217606308; 7103152051","Current status of the hard x-ray nanoprobe beamline at the SSRF",2017,"Proceedings of SPIE - The International Society for Optical Engineering",10389,"", 103890J,,,,1,10.1117/12.2273518,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85034267432&partnerID=40&md5=24082ecfd864d337d1f9b14986ac13ed",Conference Paper,Final,,Scopus,2-s2.0-85034267432
"Han, Q., Dong, Z., Tang, X., Wang, L., Ju, Z., Liu, W.","55917209400; 57198537823; 24462671400; 57196335161; 14058261000; 55723548700","A ratiometric nanoprobe consisting of up-conversion nanoparticles functionalized with cobalt oxyhydroxide for detecting and imaging ascorbic acid",2017,"Journal of Materials Chemistry B",5,"1",,167,172,,16,10.1039/c6tb02606k,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85007007451&partnerID=40&md5=277e405e46a0a7a4abd3d90f255321e8",Article,Final,,Scopus,2-s2.0-85007007451
"Mendoza-Nava, H., Ferro-Flores, G., De María Ramírez, F., Ocampo-García, B., Santos-Cuevas, C., Azorín-Vega, E., Jiménez-Mancilla, N., Luna-Gutiérrez, M., Isaac-Olivé, K.","55544020400; 6603671019; 56756342900; 56013617400; 56013725800; 55795877400; 54886487400; 26538808500; 56013542900","Fluorescent, plasmonic, and radiotherapeutic properties of the <sup>177</sup>Lu-dendrimer-AuNP-folate-bombesin nanoprobe located inside cancer cells",2017,"Molecular Imaging",16,"",,,,,15,10.1177/1536012117704768,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85033446359&partnerID=40&md5=d8d1aad426650ba963affefca23de7fa",Article,Final,Open Access,Scopus,2-s2.0-85033446359
"Wang, X., Chen, Q., Tian, W., Wang, J., Cheng, L., Lu, J., Chen, M., Pei, Y., Li, C., Chen, G., Gu, N.","55581491500; 35361732700; 53872019900; 56764507100; 56160246800; 57193116190; 56159894600; 57192918549; 55261633000; 57059526300; 7102669750","Measurement of in vitro single cell temperature by novel thermocouple nanoprobe in acute lung injury models",2017,"Journal of Biomedical Nanotechnology",13,"1",,54,60,,2,10.1166/jbn.2017.2333,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85009075265&partnerID=40&md5=ea5cfd66d9d7d96a34c6b01a722065e1",Article,Final,,Scopus,2-s2.0-85009075265
"Wang, H.-N., Crawford, B.M., Vo-Dinh, T.","7501731596; 56872472000; 7101999017","Molecular SERS Nanoprobes For Medical Diagnostics",2017,"Nanotechnology in Biology and Medicine: Methods, Devices, and Applications, Second Edition",,"",,289,305,,3,10.4324/9781315374581,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85051939960&partnerID=40&md5=54b0eb14034c17b5fe35974b07a80438",Book Chapter,Final,,Scopus,2-s2.0-85051939960
"Yin, J., Li, C., Chen, D., Yang, J., Liu, H., Hu, W., Shao, Y.","57190493092; 57190492066; 57195290175; 57195289221; 56287751500; 37361257100; 7201599274","Structure and dysprosium dopant engineering of gadolinium oxide nanoparticles for enhanced dual-modal magnetic resonance and fluorescence imaging",2017,"Physical Chemistry Chemical Physics",19,"7",,5366,5376,,12,10.1039/c6cp06712c,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85026842815&partnerID=40&md5=5183764083009a9121541a46bf3f70eb",Article,Final,,Scopus,2-s2.0-85026842815
"Jhamba, E., M’Rah, Z., Boukari, H.","57194464447; 57194605391; 57203072103","Rotational and translational diffusion of low molecular weight nanoprobes in ficoll solutions",2017,"Current Nanoscience",13,"3",,262,273,,4,10.2174/1573413713666170110110938,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85021170095&partnerID=40&md5=bff4626fc117708c36a1fabd9e8a2100",Article,Final,,Scopus,2-s2.0-85021170095
"Fang, C., Cao, L., Chen, Z.","56828639700; 55780176300; 14034009900","Disposable electrochemical immunosensor based on dual-labeled gold nanoprobe (Ab-Au-HRP) for detection of alpha-fetoprotein",2017,"Journal of Nanoscience and Nanotechnology",17,"7",,5109,5114,,,10.1166/jnn.2017.14245,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85018574999&partnerID=40&md5=19f984a17fdc9516efe4d42c81f31c24",Article,Final,,Scopus,2-s2.0-85018574999
"Cao, H., Wang, H., Huang, Y., Sun, Y., Shi, S., Tang, M.","51260950200; 55894810600; 55717082600; 57206700352; 57191853710; 56779359200","Quantification of gold(III) in solution and with a test stripe via the quenching of the fluorescence of molybdenum disulfide quantum dots",2017,"Microchimica Acta",184,"1",,91,100,,22,10.1007/s00604-016-1988-z,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84994378070&partnerID=40&md5=816452950ee4aeff9fb9691970dec3ed",Article,Final,,Scopus,2-s2.0-84994378070
"Liu, M.L., Zou, H.Y., Li, C.M., Li, R.S., Huang, C.Z.","57001582500; 56403918400; 56095324000; 56900160200; 47561486000","Aptamer-modified selenium nanoparticles for dark-field microscopy imaging of nucleolin",2017,"Chemical Communications",53,"97",,13047,13050,,7,10.1039/c7cc07664a,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85037653732&partnerID=40&md5=77c202adc38adcfa8e58638503754b34",Article,Final,,Scopus,2-s2.0-85037653732
"Crawford, B.M., Wang, H.-N., Fales, A.M., Bowie, M.L., Seewaldt, V.L., Vo-Dinh, T.","56872472000; 7501731596; 53363446600; 7006506549; 6603738210; 7101999017","SERS-based inverse molecular sentinel (iMS) nanoprobes for multiplexed detection of microRNA cancer biomarkers in biological samples",2017,"Progress in Biomedical Optics and Imaging - Proceedings of SPIE",10080,"", 1008008,,,,6,10.1117/12.2258272,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85019226213&partnerID=40&md5=c115f34ef24f5310ab8c28da5e95f3f6",Conference Paper,Final,,Scopus,2-s2.0-85019226213
"Li, A., Liu, H., Ouyang, P., Yang, P.-H., Cai, H.-H., Cai, J.","56704036000; 57193347958; 57193351671; 8847694800; 24330751300; 57189033183","A sensitive probe for detecting intracellular reactive oxygen species via glutathione-mediated nanoaggregates to enhance Resonance Rayleigh scattering signals",2017,"Sensors and Actuators, B: Chemical",246,"",,190,196,,9,10.1016/j.snb.2017.01.125,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85013155680&partnerID=40&md5=fd1d8a7acf3b216332948f9de07701ee",Article,Final,,Scopus,2-s2.0-85013155680
"Pisco, M., Galeotti, F., Quero, G., Grisci, G., Micco, A., Mercaldo, L.V., Delli Veneri, P., Cutolo, A., Cusano, A.","22980828700; 16636003500; 22235377100; 53979529600; 24381722700; 6701770879; 57221119937; 7005761958; 56978162700","Reproducible SERS substrates on optical fiber tips by nanosphere lithography",2017,"Proceedings of SPIE - The International Society for Optical Engineering",10323,"", 103233G,,,,,10.1117/12.2265021,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85019136909&partnerID=40&md5=c0b5bb468b964c0afbe69494a1b853b2",Conference Paper,Final,,Scopus,2-s2.0-85019136909
"Zhao, F., Qian, J., Quan, F., Wu, C., Zheng, Y., Zhou, L.","57195733948; 57195737915; 57195733608; 57195740995; 15047157400; 56434919100","Aconitic acid derived carbon dots as recyclable ""on-off-on"" fluorescent nanoprobes for sensitive detection of mercury(II) ions, cysteine and cellular imaging",2017,"RSC Advances",7,"70",,44178,44185,,23,10.1039/c7ra08097b,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85029698733&partnerID=40&md5=1d831fd7ddb9d1f483780b30e4ab3e40",Article,Final,Open Access,Scopus,2-s2.0-85029698733
"Hu, P., Cheng, D., Huang, T., Banizs, A.B., Xiao, J., Liu, G., Chen, Q., Wang, Y., He, J., Shi, H.","36666507300; 14009031600; 57196703649; 57192419017; 57193763651; 56683252700; 57198482317; 57195602812; 35200647100; 12143152800","Evaluation of Novel <sup>64</sup>Cu-Labeled Theranostic Gadolinium-Based Nanoprobes in HepG2 Tumor-Bearing Nude Mice",2017,"Nanoscale Research Letters",12,"", 523,,,,6,10.1186/s11671-017-2292-5,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85029108137&partnerID=40&md5=9a873697cdf9748fbda7338193d06637",Article,Final,Open Access,Scopus,2-s2.0-85029108137
"Sun, Y., Wu, J., Wang, C., Zhao, Y., Lin, Q.","55911654000; 56726911600; 55883666200; 57192418724; 7401703651","Tunable near-infrared fluorescent gold nanoclusters: Temperature sensor and targeted bioimaging",2017,"New Journal of Chemistry",41,"13",,5412,5419,,23,10.1039/c7nj00175d,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85021440859&partnerID=40&md5=917edc503c40080038a77c594e92b7d1",Article,Final,,Scopus,2-s2.0-85021440859
"Palma, S.I.C.J., Roque, A.C.A.","56397825200; 7006347256","Hybrid magnetic-polymeric iron oxide nanoprobes for magnetic resonance imaging",2017,"Journal of Nanoscience and Nanotechnology",17,"7",,4410,4431,,2,10.1166/jnn.2017.14191,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85018170313&partnerID=40&md5=b26abebeef068e109b107d879608f3d8",Review,Final,,Scopus,2-s2.0-85018170313
"Huang, X., Wang, L., Zhang, X., Yin, X., Bin, N., Zhong, F., Liu, Y., Cai, Q.","56843820500; 56693388400; 57192647718; 56331033000; 57190737808; 56844712300; 8951693100; 8983654200","Dye-assembled nanocomposites for rapid upconversion luminescence sensing of Cu<sup>2+</sup>",2017,"Sensors and Actuators, B: Chemical",248,"",,1,8,,18,10.1016/j.snb.2017.03.092,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85016749606&partnerID=40&md5=4f1c6c9ab6eb29d62f1607c35358b71c",Article,Final,,Scopus,2-s2.0-85016749606
"Ao, H., Feng, H., Huang, X., Zhao, M., Qian, Z.","57188977852; 57188709631; 57193604325; 57188984027; 24725503700","A reversible fluorescence nanoswitch based on dynamic covalent B-O bonds using functional carbon quantum dots and its application for α-glucosidase activity monitoring",2017,"Journal of Materials Chemistry C",5,"11",,2826,2832,,23,10.1039/c7tc00223h,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85015192518&partnerID=40&md5=43253579800f05f79aa6ae46ed347afa",Article,Final,,Scopus,2-s2.0-85015192518
"Liu, J., Huang, L., Tian, X., Chen, X., Shao, Y., Xie, F., Chen, D., Li, L.","57207461776; 57192713371; 55251050000; 57192468181; 7201599274; 15758470800; 7405455697; 42561537800","Magnetic and fluorescent Gd<inf>2</inf>O<inf>3</inf>:Yb<sup>3+</sup>/Ln<sup>3+</sup> nanoparticles for simultaneous upconversion luminescence/MR dual modal imaging and nir-induced photodynamic therapy",2017,"International Journal of Nanomedicine",12,"",,1,14,,29,10.2147/IJN.S118938,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85007570691&partnerID=40&md5=1dc77e49555b7802fe5a52caf16ea39b",Article,Final,Open Access,Scopus,2-s2.0-85007570691
"Chen, J., Zhou, Z., Chen, Z., Yuan, W., Li, M.","57195612230; 57195611288; 57195614334; 8987259500; 16052742300","A fluorescent nanoprobe based on cellulose nanocrystals with porphyrin pendants for selective quantitative trace detection of Hg<sup>2+</sup>",2017,"New Journal of Chemistry",41,"18",,10272,10280,,10,10.1039/c7nj01263b,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85029233208&partnerID=40&md5=9e74a77b22518ae08bc1daacec4d615c",Article,Final,,Scopus,2-s2.0-85029233208
"Huang, N., Cheng, S., Zhang, X., Tian, Q., Pi, J., Tang, J., Huang, Q., Wang, F., Chen, J., Xie, Z., Xu, Z., Chen, W., Zheng, H., Cheng, Y.","55242127800; 57188548455; 57191992257; 57210503846; 56841306700; 57217737233; 57217763782; 55875396200; 56191405700; 34769283400; 56173425100; 55768579900; 19639440400; 55270248600","Efficacy of NGR peptide-modified PEGylated quantum dots for crossing the blood–brain barrier and targeted fluorescence imaging of glioma and tumor vasculature",2017,"Nanomedicine: Nanotechnology, Biology, and Medicine",13,"1",,83,93,,40,10.1016/j.nano.2016.08.029,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84995792430&partnerID=40&md5=7b1a2b30012852bb687ea575f732c802",Article,Final,,Scopus,2-s2.0-84995792430
"Vo-Dinh, T.","7101999017","Optical nanobiosensors and nanoprobes",2017,"Nanotechnology in Biology and Medicine: Methods, Devices, and Applications, Second Edition",,"",,229,240,,,10.4324/9781315374581,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85051958970&partnerID=40&md5=160eaec9f09cd8edca653e1e71ec5844",Book Chapter,Final,,Scopus,2-s2.0-85051958970
"Luo, Y., Gamliel, S., Nijem, S., Aharon, S., Holt, M., Stripe, B., Rose, V., Bertoni, M.I., Etgar, L., Fenning, D.P.","57191363982; 56165661500; 57191363807; 56630812700; 10144638300; 15521538300; 56216452100; 8626411100; 16315791900; 36132990300","Understanding the distribution of chlorine in perovskite solar cells via X-ray fluorescence microscopy",2017,"2017 IEEE 44th Photovoltaic Specialist Conference, PVSC 2017",,"",,1,2,,,10.1109/PVSC.2017.8366121,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85048505226&partnerID=40&md5=25350d2cba1219d32338b10792d462e4",Conference Paper,Final,,Scopus,2-s2.0-85048505226
"Shamsipur, M., Safavi, A., Mohammadpour, Z., Zolghadr, A.R.","35501461500; 7006671359; 55174771400; 23101903300","Fluorescent carbon nanodots for optical detection of fluoride ion in aqueous media",2017,"Sensors and Actuators, B: Chemical",221,"",,,,,9,10.1016/j.snb.2015.07.096,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84939824557&partnerID=40&md5=052b2fb5030dd4d940320337ed0afb60",Article,Article in Press,,Scopus,2-s2.0-84939824557
[No author name available],[No author name available],"Proceedings of SPIE - The International Society for Optical Engineering",2017,"Proceedings of SPIE - The International Society for Optical Engineering",10389,"",,,,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85034269954&partnerID=40&md5=2c2b4b95f321e26c4366e49c3ddeac3f",Conference Review,Final,,Scopus,2-s2.0-85034269954
